,Log2FC,Std.Error,df,t value,Pr(>|t|),FDR,diffexpressed,delabel
CGB2,0.344831314,0.309521071,50.26354842,1.114080254,0.270543846,0.594876507,NO,NA
UBALD2,0.25389664,0.227002136,35.80454215,1.118476872,0.270811616,0.594876507,NO,NA
PQBP1,0.33904562,0.304585935,51.05705107,1.113136167,0.270863291,0.594876507,NO,NA
TAF15,0.241603707,0.216687752,46.16316131,1.114985529,0.270627715,0.594876507,NO,NA
EPHX1,-0.287090849,0.25844625,52.26041931,-1.110833874,0.271724632,0.594950805,NO,NA
TMEM251,-0.318123356,0.285941748,46.60021927,-1.112546025,0.271609911,0.594950805,NO,NA
TRIP12,-0.14982581,0.134991873,57,-1.109887626,0.271707947,0.594950805,NO,NA
DDX18,0.295270776,0.265937496,53.51919977,1.110301407,0.271832869,0.594950805,NO,NA
YTHDC1,0.219381941,0.197323621,48.51483852,1.111787526,0.271708773,0.594950805,NO,NA
EFTUD2,0.284777751,0.256229869,43.59843967,1.11141512,0.272481274,0.595744068,NO,NA
FDFT1,-0.321702701,0.289839318,43.06143157,-1.109934643,0.273187115,0.595744068,NO,NA
SNX5,0.298943939,0.270010159,57,1.107158116,0.27287607,0.595744068,NO,NA
EFR3A,-0.259882127,0.233781234,41.64217966,-1.111646656,0.272667152,0.595744068,NO,NA
PHF20,-0.304157575,0.274863649,57,-1.10657621,0.273125558,0.595744068,NO,NA
MFN1,-0.268741195,0.240526413,29.70196623,-1.117304298,0.272820866,0.595744068,NO,NA
MPRIP,-0.294923346,0.266099584,50.17184028,-1.108319455,0.273008755,0.595744068,NO,NA
ASNSD1,0.310417825,0.280416242,57,1.106989463,0.272948362,0.595744068,NO,NA
VCPIP1,0.263484693,0.237903188,57,1.107529051,0.272717117,0.595744068,NO,NA
CDKN1B,0.262682155,0.237566374,57,1.105721113,0.273492465,0.595793187,NO,NA
ANAPC7,0.288159021,0.260513169,57,1.106120747,0.273320946,0.595793187,NO,NA
BAGE3,-0.336805152,0.304258275,50.60910868,-1.106971212,0.273540268,0.595793187,NO,NA
LYST,0.373587635,0.337720496,43.356732,1.106203618,0.274738686,0.597440603,NO,NA
MANBAL,-0.27463016,0.248918821,57,-1.103292067,0.274536614,0.597440603,NO,NA
MORF4L1,0.211093277,0.191260616,53.36778277,1.103694431,0.274677532,0.597440603,NO,NA
CDKAL1,-0.354509777,0.320208279,41.29997972,-1.107122457,0.274647754,0.597440603,NO,NA
TMC6,0.318059633,0.288128694,50.67535628,1.103880452,0.274859302,0.59746256,NO,NA
CCZ1,0.249729994,0.2265181,55.72628626,1.102472581,0.274994901,0.597517057,NO,NA
ECE1,-0.355801069,0.321529297,39.60391741,-1.10658989,0.275147761,0.597561551,NO,NA
SNRNP48,-0.296162005,0.26757591,38.48497702,-1.106833591,0.275236452,0.597561551,NO,NA
FXYD6,-0.35516453,0.320955464,37.87555466,-1.106585085,0.275452327,0.597584387,NO,NA
EPRS1,-0.317609134,0.288439092,57,-1.101130682,0.275468052,0.597584387,NO,NA
ZNF124,0.345797161,0.314114792,57,1.100862393,0.275583825,0.597595731,NO,NA
KLF10,0.292521232,0.265943619,50.85591901,1.099937021,0.276539104,0.599186532,NO,NA
FBXO32,-0.338664336,0.305868111,31.7954925,-1.107223418,0.276503801,0.599186532,NO,NA
SUMO1,-0.257897514,0.233792452,37.38452342,-1.103104533,0.27703227,0.600014604,NO,NA
SRSF7,0.247025004,0.2252163,57,1.096834483,0.277326047,0.600058434,NO,NA
ALOX5AP,0.40129234,0.365700772,53.81509333,1.097324292,0.277385502,0.600058434,NO,NA
SIRT2,0.303693652,0.27690502,57,1.096743036,0.27736569,0.600058434,NO,NA
DVL3,-0.254120148,0.231552071,47.24876109,-1.097464372,0.278000107,0.600907068,NO,NA
FSTL1,0.333260909,0.304231158,57,1.095420045,0.277939667,0.600907068,NO,NA
DNAJC7,-0.290404824,0.265022851,50.38967735,-1.095772771,0.278387911,0.601461701,NO,NA
EIF2AK3,0.292454214,0.267282082,57,1.094178152,0.278479215,0.601461701,NO,NA
EXOC5,-0.279688035,0.255745695,57,-1.093617765,0.278722918,0.601747642,NO,NA
EIF3B,-0.291430811,0.266317635,47.49037731,-1.094297834,0.279343718,0.60179542,NO,NA
FAM193B,0.290074657,0.263456211,31.4102315,1.101035561,0.279247462,0.60179542,NO,NA
ATOX1,0.241693301,0.221175631,55.67840385,1.092766411,0.27920204,0.60179542,NO,NA
THAP4,-0.294810223,0.268409195,37.5435196,-1.098361114,0.279041077,0.60179542,NO,NA
INTS10,0.28142949,0.255531993,32.40954696,1.101347379,0.278857966,0.60179542,NO,NA
NCOA3,0.271136819,0.248286317,57,1.092032872,0.279412968,0.60179542,NO,NA
ADIPOR1,-0.258079309,0.236326757,55.08284844,-1.092044389,0.279567085,0.60188756,NO,NA
SORBS3,-0.392067401,0.358094842,40.69203241,-1.094870282,0.280011889,0.602365408,NO,NA
GADD45A,0.37824655,0.34660636,54.69878435,1.091285661,0.279930942,0.602365408,NO,NA
IDH2,0.282514064,0.258258571,41.91828855,1.09391941,0.280236764,0.602609366,NO,NA
IFI44L,0.487142944,0.447092129,56.9851065,1.089580676,0.280484174,0.602661942,NO,NA
FBXO42,-0.301326782,0.276490343,57,-1.089827509,0.280375147,0.602661942,NO,NA
GLRA1,-0.344366169,0.316409452,53.73975301,-1.088356136,0.281294892,0.603261479,NO,NA
IDH3B,-0.338941297,0.310926239,46.20226328,-1.090101943,0.28132116,0.603261479,NO,NA
LDLRAP1,-0.302488685,0.27805457,57,-1.08787525,0.281228825,0.603261479,NO,NA
SNTB1,-0.334558022,0.307339646,57,-1.088561227,0.280928657,0.603261479,NO,NA
PCBP1,0.286189679,0.261648981,36.90962104,1.093792445,0.28113326,0.603261479,NO,NA
PHB2,0.275692305,0.253203367,47.67871519,1.08881769,0.281707346,0.603850085,NO,NA
ANKLE2,0.215734863,0.198623334,57,1.086150649,0.281984459,0.603965129,NO,NA
FAM118A,0.381798962,0.351420482,55.43579741,1.08644482,0.281983893,0.603965129,NO,NA
ZNF436,-0.331644669,0.303224899,32.16958483,-1.093725056,0.282197996,0.604046866,NO,NA
CCNB1,-0.344714248,0.31574516,35.75432878,-1.091748322,0.282246094,0.604046866,NO,NA
SMAD5,-0.325838332,0.299085491,37.267495,-1.08944881,0.282950797,0.605075953,NO,NA
TMEM126B,-0.297798316,0.274710876,57,-1.084042684,0.282909982,0.605075953,NO,NA
TRPT1,-0.31747808,0.292449816,45.08719963,-1.085581398,0.283434562,0.605398239,NO,NA
MRPL13,-0.352223787,0.324647398,47.41732608,-1.084942585,0.283432528,0.605398239,NO,NA
TSKU,-0.406471537,0.375374001,56.99609881,-1.08284414,0.283437466,0.605398239,NO,NA
UFD1,0.287017167,0.264594294,41.85970706,1.084744354,0.284242999,0.60687901,NO,NA
ATP6V1G1,-0.249155499,0.230593947,55.99887547,-1.080494533,0.28455357,0.60730225,NO,NA
GAA,-0.323260354,0.298795861,48.33919139,-1.081876947,0.284674871,0.607321371,NO,NA
CLCN3,-0.28146886,0.260764497,57,-1.079398703,0.284956417,0.607442582,NO,NA
ACBD3,0.296110956,0.274232882,56.04505993,1.079779179,0.284865494,0.607442582,NO,NA
CCSER2,-0.302405889,0.27815714,30.92521573,-1.08717644,0.28536006,0.607669591,NO,NA
ARID1A,0.282991788,0.262481312,57,1.078140708,0.285512534,0.607669591,NO,NA
CREB3,-0.290045218,0.268945976,56.33350396,-1.078451598,0.285428525,0.607669591,NO,NA
DCXR,-0.375264709,0.347661676,51.94248118,-1.07939625,0.285397923,0.607669591,NO,NA
SNX13,0.269702803,0.249407983,41.27641804,1.081371976,0.285809261,0.608061733,NO,NA
ATG13,0.290033877,0.269125491,50.51810571,1.077690097,0.286291378,0.608224964,NO,NA
CKB,0.237101805,0.220216525,53.43663655,1.076675808,0.28646205,0.608224964,NO,NA
NUP98,-0.267128448,0.248115207,57,-1.076630698,0.286181054,0.608224964,NO,NA
DELE1,0.271444664,0.250854816,35.2673425,1.082078741,0.28656104,0.608224964,NO,NA
POMP,0.173256769,0.160366316,39.86752753,1.0803813,0.286464975,0.608224964,NO,NA
H2BC5,0.251125917,0.233295184,55.04604863,1.076429924,0.28643023,0.608224964,NO,NA
STAT3,0.273903399,0.254781055,56.86322256,1.075054029,0.286891087,0.608492779,NO,NA
NINJ1,-0.305465938,0.283198838,41.98323603,-1.078627092,0.286912337,0.608492779,NO,NA
EIF4A2,0.263487796,0.244052408,36.66732168,1.079636124,0.287354947,0.608953682,NO,NA
REXO2,-0.304642225,0.28217022,36.84669668,-1.07963989,0.287319214,0.608953682,NO,NA
STAG2,0.310097373,0.288209047,44.7078899,1.075946006,0.287723551,0.609018604,NO,NA
WDR11,0.437335065,0.406021481,41.82495121,1.077122973,0.287598983,0.609018604,NO,NA
PRRT3,0.383259591,0.35675213,51.78962075,1.074302179,0.287667186,0.609018604,NO,NA
CTDSPL2,0.30485193,0.282934771,38.52057574,1.077463645,0.28797472,0.609311677,NO,NA
NDUFS5,-0.24168394,0.225320813,54.00995621,-1.072621463,0.288210338,0.60957163,NO,NA
CUTA,0.22731228,0.212159475,57,1.07142177,0.288495503,0.609936132,NO,NA
GNG12,-0.340849674,0.31797144,51.53089668,-1.071950596,0.288736976,0.61020801,NO,NA
PKMYT1,-0.155396314,0.145094663,53.91147098,-1.070999512,0.288941032,0.610238704,NO,NA
UBQLN4,-0.312392876,0.291042511,43.88466209,-1.073358233,0.288977263,0.610238704,NO,NA
CELF1,-0.30708684,0.287063795,57,-1.069751204,0.289240511,0.610326521,NO,NA
CPSF1,0.284009514,0.264340155,38.9835792,1.074409274,0.289244644,0.610326521,NO,NA
SLC35D2,-0.238942997,0.220468145,23.38543788,-1.083798281,0.289502301,0.610408186,NO,NA
ADCK2,-0.322135762,0.297994961,26.29042096,-1.081010769,0.289509173,0.610408186,NO,NA
PLSCR3,0.301664602,0.281480171,42.37521155,1.07170818,0.289917095,0.611029948,NO,NA
PHACTR4,-0.197156144,0.184677902,57,-1.067567593,0.290216321,0.611422225,NO,NA
TLE3,0.341167192,0.318688142,41.17542848,1.070536199,0.290613347,0.612020161,NO,NA
SPATA6,-0.34327776,0.322329334,57,-1.064990753,0.291370779,0.612192991,NO,NA
NAMPT,0.362253946,0.339616165,52.32397056,1.066656958,0.291023819,0.612192991,NO,NA
KDM1A,0.314838914,0.293974596,35.66946177,1.070973201,0.291374873,0.612192991,NO,NA
TUBG2,0.299416616,0.280902228,57,1.065910436,0.290958386,0.612192991,NO,NA
RNF220,0.244043254,0.228477337,43.7482399,1.06812893,0.29132104,0.612192991,NO,NA
CCDC97,0.234962204,0.220581719,57,1.065193457,0.291279851,0.612192991,NO,NA
TIMP2,0.295391366,0.277652667,55.87692725,1.063888092,0.291955502,0.613174609,NO,NA
U2SURP,0.260146673,0.24203953,26.71392098,1.074810685,0.292071917,0.613180886,NO,NA
NUDCD3,-0.250580951,0.234034092,32.42420962,-1.07070277,0.29220876,0.613230031,NO,NA
RHBDD2,-0.253699017,0.239020448,57,-1.061411352,0.292979651,0.613419052,NO,NA
RNF6,0.249214168,0.234668704,57,1.061982974,0.292722308,0.613419052,NO,NA
RER1,0.232601405,0.218955735,57,1.062321593,0.292569935,0.613419052,NO,NA
C14orf119,-0.25628866,0.240187127,36.94969141,-1.067037451,0.292877368,0.613419052,NO,NA
PPP3CB,0.259223445,0.242495243,32.61175253,1.068983627,0.292926018,0.613419052,NO,NA
DYNLT2B,-0.320481768,0.300899117,42.54337723,-1.065080451,0.292847224,0.613419052,NO,NA
SLC25A46,0.216948006,0.204627937,57,1.06020717,0.293522281,0.614116329,NO,NA
IDH3A,0.338305773,0.319105773,57,1.060168138,0.293539881,0.614116329,NO,NA
METTL5,-0.258104159,0.243635776,57,-1.059385296,0.293893031,0.614617303,NO,NA
HMGA1,0.321605044,0.303533821,54.19997531,1.059536111,0.294054749,0.614717699,NO,NA
COA4,-0.227354411,0.213490045,34.84118219,-1.064941511,0.294227289,0.614840635,NO,NA
CAMTA2,-0.341903875,0.323141119,57,-1.058063658,0.294489904,0.615151631,NO,NA
SUGT1,0.228313732,0.215642683,51.77997664,1.058759466,0.294623538,0.615168171,NO,NA
MXRA8,0.412138227,0.388869153,46.22182886,1.059837799,0.294725409,0.615168171,NO,NA
ATRX,-0.199529394,0.188969084,50.88183336,-1.0558838,0.296009104,0.615557039,NO,NA
SLF2,-0.229772695,0.217640053,57,-1.055746367,0.295538442,0.615557039,NO,NA
UBA3,-0.236152911,0.222323331,36.73792566,-1.062204808,0.295075591,0.615557039,NO,NA
YAF2,0.263571612,0.247068444,25.06050487,1.066795937,0.296233879,0.615557039,NO,NA
MCM6,0.326168,0.307381999,34.50715416,1.061116141,0.296007745,0.615557039,NO,NA
FBXW5,-0.25844342,0.24430014,45.75281426,-1.057893049,0.295657822,0.615557039,NO,NA
ABHD17C,-0.38414828,0.363814742,48.2396116,-1.055889814,0.296278101,0.615557039,NO,NA
MRPL11,0.311912786,0.294557898,41.84371382,1.058918429,0.29571162,0.615557039,NO,NA
AUP1,-0.309247163,0.292394531,47.654096,-1.057636621,0.29555319,0.615557039,NO,NA
CCT6A,-0.212384077,0.201099707,57,-1.056113309,0.295372235,0.615557039,NO,NA
EIF2S3,0.31703745,0.299165802,37.07095053,1.059738274,0.296119883,0.615557039,NO,NA
TRAPPC3,-0.253154232,0.239949337,56.58160438,-1.055032014,0.295894957,0.615557039,NO,NA
PARP1,-0.251056726,0.237929962,45.38743813,-1.055170708,0.296931846,0.615968365,NO,NA
SLBP,0.266784156,0.252580545,43.44929317,1.056233985,0.296699033,0.615968365,NO,NA
WASHC4,0.267353566,0.251173883,26.05403584,1.064416265,0.296906039,0.615968365,NO,NA
SLC35E2A,0.262868975,0.247610775,30.23147078,1.061621713,0.296815158,0.615968365,NO,NA
LCOR,-0.305760803,0.290388903,50.44696275,-1.052935563,0.297387915,0.616677818,NO,NA
PPP1CA,-0.347048462,0.329400417,43.16236751,-1.053576267,0.297939375,0.617126892,NO,NA
SMG1,0.273834239,0.258869926,31.55321295,1.057806302,0.298175258,0.617126892,NO,NA
LEPROT,-0.256157308,0.239078804,18.40066174,-1.071434623,0.297826644,0.617126892,NO,NA
BTBD2,-0.271397658,0.258487004,57,-1.049947013,0.298173793,0.617126892,NO,NA
ENOPH1,-0.215786433,0.205140692,49.2094155,-1.051894829,0.297985925,0.617126892,NO,NA
CUL4B,0.310571826,0.292822141,26.49419983,1.060615926,0.298437946,0.617434189,NO,NA
ZBTB4,0.212049333,0.202173887,56.8378731,1.048846302,0.298688364,0.617715874,NO,NA
COX20,-0.296525121,0.282384482,48.13606426,-1.050075837,0.29892676,0.617972492,NO,NA
TNS2,-0.335285334,0.31960037,49.09156035,-1.0490768,0.299280153,0.618466554,NO,NA
CMTM6,0.292280804,0.278398912,43.83433361,1.049863312,0.299534896,0.618565125,NO,NA
LRPPRC,-0.235875059,0.223817207,33.17269647,-1.053873659,0.299556696,0.618565125,NO,NA
FAM50A,-0.324819194,0.310464358,57,-1.046236662,0.299868284,0.618972105,NO,NA
PHF10,-0.333553036,0.318209808,45.27509892,-1.048217332,0.300102123,0.61921835,NO,NA
APOLD1,-0.406991819,0.38940624,57,-1.045159982,0.300361228,0.61951652,NO,NA
CSTF3,-0.232263448,0.222283402,54.77066348,-1.044897846,0.300660024,0.619886742,NO,NA
TUSC2,-0.188584473,0.180689025,56.86931756,-1.043696334,0.301042308,0.619886742,NO,NA
CNPPD1,0.221939928,0.212595356,53.22139557,1.043954731,0.301225083,0.619886742,NO,NA
MKNK2,-0.316417716,0.303165156,54.45928536,-1.043713993,0.301228722,0.619886742,NO,NA
TENT5A,-0.310005358,0.297053709,56.98219966,-1.04360036,0.301077633,0.619886742,NO,NA
LPP,-0.263101615,0.25213217,57,-1.043506723,0.30111923,0.619886742,NO,NA
NOP53,0.218028522,0.209086493,56.92340599,1.042767129,0.301464646,0.620136177,NO,NA
AKT1S1,-0.295203797,0.283189328,57,-1.04242557,0.301615633,0.62021077,NO,NA
GRIN2A,0.307419813,0.295249925,57,1.041218937,0.30217031,0.620407405,NO,NA
NEMF,-0.251333347,0.241373511,57,-1.041263171,0.302149964,0.620407405,NO,NA
PAICS,-0.287998392,0.27522934,37.78374205,-1.046394225,0.302027234,0.620407405,NO,NA
SPPL2A,0.276850861,0.264367144,35.6053768,1.047221138,0.302054808,0.620407405,NO,NA
NSD2,-0.258684872,0.248356187,49.65683091,-1.041588192,0.302647449,0.621151142,NO,NA
ERMP1,-0.379789273,0.364521059,46.89447697,-1.041885685,0.302806463,0.621241647,NO,NA
ECHDC2,-0.326655613,0.313805805,49.45602929,-1.04094828,0.302961765,0.62132447,NO,NA
RASAL2,-0.332779806,0.320406796,57,-1.038616565,0.303368965,0.621923635,NO,NA
POMZP3,0.292607176,0.281097171,44.76932127,1.040946712,0.303489358,0.621934598,NO,NA
UBA1,-0.225050928,0.216882833,57,-1.037661326,0.303809762,0.622119535,NO,NA
PLEKHF2,-0.32414487,0.312363922,57,-1.037715457,0.303784771,0.622119535,NO,NA
LRRC59,-0.350331016,0.337935788,56.84591892,-1.036679239,0.304275215,0.622836734,NO,NA
TAOK3,0.258685125,0.24831708,34.14693167,1.041753252,0.304845987,0.62376889,NO,NA
URM1,-0.223389336,0.215522783,49.56855493,-1.036499871,0.304999143,0.623846148,NO,NA
SEC14L1,0.251660685,0.241492988,32.06596645,1.042103488,0.305157262,0.623933493,NO,NA
PMP22,-0.289133948,0.279995249,57,-1.032638763,0.306134615,0.62478679,NO,NA
CRCP,-0.296716818,0.286187187,38.97666737,-1.03679281,0.306222166,0.62478679,NO,NA
WSB2,-0.327877746,0.316824329,43.93826682,-1.034888156,0.306383607,0.62478679,NO,NA
FABP5,0.401717859,0.388865588,55.07834194,1.033050677,0.306095015,0.62478679,NO,NA
PRKAG1,0.340418194,0.329732012,56.50435302,1.032408687,0.30627948,0.62478679,NO,NA
NLK,-0.226581195,0.218800326,45.10522487,-1.035561505,0.305927005,0.62478679,NO,NA
NAT8B,-0.177232927,0.171696137,57,-1.03224761,0.30631618,0.62478679,NO,NA
GATAD2B,0.242751887,0.233875425,33.84051587,1.037953801,0.306651544,0.625097378,NO,NA
PSMC2,-0.283084396,0.273587106,41.60379224,-1.034713952,0.30677977,0.625123045,NO,NA
FZR1,-0.310876334,0.301090281,45.57294738,-1.032502054,0.307285386,0.625917406,NO,NA
DCAF6,-0.290486307,0.281686192,46.86318233,-1.031240843,0.307720877,0.626096749,NO,NA
SNRK,0.310613478,0.301288742,48.13364201,1.0309495,0.307717126,0.626096749,NO,NA
PRSS23,0.428554091,0.41623691,56.36944424,1.029591754,0.307599334,0.626096749,NO,NA
SNRNP200,-0.28105326,0.273243418,54.687525,-1.028581998,0.308204104,0.626673204,NO,NA
TMX4,-0.280920165,0.271712319,34.77495864,-1.033888218,0.308325231,0.626673204,NO,NA
EXT2,0.251030904,0.244223759,57,1.027872574,0.308351965,0.626673204,NO,NA
AARS1,0.291811837,0.280527583,23.97705233,1.040225116,0.308611686,0.626729817,NO,NA
LAPTM4A,-0.256955363,0.249301256,42.57997583,-1.030702241,0.308499734,0.626729817,NO,NA
CDK2AP2,0.303584301,0.293774897,33.49477066,1.033390885,0.308825057,0.626927622,NO,NA
CASP8AP2,-0.301410522,0.2926639,35.26746337,-1.029886235,0.310075072,0.628756878,NO,NA
ZNF106,0.190121375,0.185631711,57,1.02418587,0.310074572,0.628756878,NO,NA
HMGB3,-0.30769004,0.300372744,57,-1.024360717,0.309992728,0.628756878,NO,NA
GGPS1,-0.31880878,0.308837804,28.71617086,-1.032285476,0.310554544,0.628923642,NO,NA
NMI,0.262966426,0.256812455,51.67380945,1.023962897,0.310622665,0.628923642,NO,NA
HIKESHI,-0.267937408,0.261875679,57,-1.023147356,0.310560992,0.628923642,NO,NA
SELENOI,-0.293243467,0.283723481,27.63062542,-1.033553748,0.310306855,0.628923642,NO,NA
LDB1,0.230498368,0.224880497,41.96998855,1.024981584,0.311243496,0.629277994,NO,NA
CALU,0.302561449,0.295915084,52.36786995,1.022460379,0.311263292,0.629277994,NO,NA
EFCAB14,-0.176668349,0.172909212,57,-1.021740526,0.311220748,0.629277994,NO,NA
AGAP9,-0.253368246,0.247768374,55.57099226,-1.022601237,0.310927582,0.629277994,NO,NA
VPS54,0.265225922,0.260090053,56.18343652,1.019746504,0.31221984,0.63074008,NO,NA
TMEM209,0.258107805,0.252701986,47.71421524,1.02139207,0.312219669,0.63074008,NO,NA
TRIM17,0.230001447,0.224119883,27.87261534,1.026242939,0.313601476,0.630776428,NO,NA
ZNF655,0.264215554,0.257831555,33.48997099,1.024760347,0.312821684,0.630776428,NO,NA
AURKAIP1,0.248565859,0.24425003,57,1.017669716,0.313135162,0.630776428,NO,NA
FASTK,0.297458969,0.291641127,50.1079083,1.019948633,0.312652201,0.630776428,NO,NA
PAFAH1B2,0.232129766,0.228394157,57,1.016355973,0.313754683,0.630776428,NO,NA
EIF3A,0.239420019,0.23389663,35.30539428,1.023614658,0.312980215,0.630776428,NO,NA
NPEPPS,-0.261246096,0.256975915,56.34144611,-1.016617047,0.313681488,0.630776428,NO,NA
ARL8B,0.254501811,0.250366567,57,1.016516756,0.313678818,0.630776428,NO,NA
YIF1A,-0.25535483,0.250713258,57,-1.018513471,0.31273771,0.630776428,NO,NA
SLAIN2,-0.226702531,0.221180752,31.55596321,-1.02496501,0.313173112,0.630776428,NO,NA
RPS20,0.188516502,0.185106746,53.20094784,1.018420485,0.313087317,0.630776428,NO,NA
STK25,-0.313518163,0.307689319,57,-1.018943927,0.312535074,0.630776428,NO,NA
ODC1,-0.396492323,0.389949134,56.78968121,-1.016779596,0.313570665,0.630776428,NO,NA
AP1AR,-0.280786966,0.272948055,23.88929556,-1.028719426,0.313915276,0.630864676,NO,NA
PDCD6IP,0.267669363,0.263143989,47.81227059,1.017197331,0.314179383,0.631160057,NO,NA
LMX1B,-0.403106747,0.397067158,56.99692132,-1.015210497,0.314295759,0.631160057,NO,NA
PPM1B,-0.292075048,0.284706548,25.1582004,-1.025881036,0.314711005,0.631173895,NO,NA
SPAG9,-0.359421701,0.353655728,40.16993239,-1.016303916,0.315567108,0.631173895,NO,NA
RAB35,-0.250930648,0.246573804,35.65994156,-1.017669531,0.315690183,0.631173895,NO,NA
NAB1,0.310491635,0.305924354,45.80105052,1.014929444,0.315471168,0.631173895,NO,NA
PLTP,0.392260329,0.385414875,41.60113735,1.017761261,0.314674129,0.631173895,NO,NA
ACAP2,0.28154003,0.277563263,47.98036353,1.014327426,0.315514402,0.631173895,NO,NA
WDR43,-0.322736485,0.318307155,47.62378246,-1.013915271,0.31574689,0.631173895,NO,NA
TRMT112,0.248743642,0.24584374,57,1.011795716,0.315911578,0.631173895,NO,NA
INTS8,0.251379562,0.247727003,57,1.014744291,0.314515832,0.631173895,NO,NA
MRPL53,0.309099113,0.302379811,26.44415904,1.022221397,0.315937211,0.631173895,NO,NA
HOPX,-0.254620174,0.250585973,46.66415343,-1.016099072,0.314821757,0.631173895,NO,NA
RPAIN,-0.274288132,0.270547552,55.74754883,-1.013825961,0.315045901,0.631173895,NO,NA
SARS1,-0.284486173,0.280628551,57,-1.013746362,0.314987748,0.631173895,NO,NA
SERF2,0.215942776,0.213237557,56.9887407,1.012686408,0.31549036,0.631173895,NO,NA
JMJD7,0.280760154,0.275403865,28.43466187,1.01944885,0.316585862,0.631457113,NO,NA
NDE1,0.269084639,0.265469647,41.0916958,1.013617347,0.316696792,0.631457113,NO,NA
ESD,0.261479867,0.258274418,42.06179859,1.012411021,0.317130237,0.631457113,NO,NA
DNAJB1,-0.32772123,0.324550006,56.43801778,-1.009771139,0.316914653,0.631457113,NO,NA
FKBP8,0.295067685,0.290845228,36.42674308,1.014517882,0.31702721,0.631457113,NO,NA
HEBP1,-0.302672446,0.297641699,33.85974608,-1.016902021,0.316411569,0.631457113,NO,NA
MRPL51,0.249631028,0.245845048,34.11850387,1.01539986,0.317062156,0.631457113,NO,NA
MRPS36,0.231457707,0.226856728,27.94347801,1.020281433,0.316347602,0.631457113,NO,NA
FOXM1,-0.345132826,0.341700812,56.51529105,-1.010043915,0.316779235,0.631457113,NO,NA
KMT2E,-0.186377367,0.184754582,57,-1.008783463,0.317341772,0.631645663,NO,NA
ISOC2,0.261564889,0.258122125,36.87349085,1.013337732,0.317502323,0.631732631,NO,NA
CTDSP2,-0.182682133,0.181233386,53.98449438,-1.007993819,0.317954247,0.63222117,NO,NA
TMEM33,0.303145729,0.300974793,56.87159397,1.007213016,0.318098702,0.63222117,NO,NA
MRI1,-0.280016926,0.276243041,33.25875192,-1.013661467,0.318062234,0.63222117,NO,NA
TRAF4,-0.349396563,0.346765122,51.87928173,-1.00758854,0.318328573,0.632445521,NO,NA
MIEN1,0.394016583,0.39034145,42.3825421,1.009415176,0.318503938,0.632561457,NO,NA
KANSL2,0.260691443,0.259249345,57,1.005562593,0.318875829,0.633067475,NO,NA
ID1,0.415110407,0.412964337,54.8676056,1.005196744,0.319214737,0.63350766,NO,NA
CNPY2,-0.308388697,0.30713601,57,-1.004078607,0.319584306,0.634008352,NO,NA
BCAS4,-0.299831214,0.297105105,32.19841604,-1.009175573,0.320414534,0.6344292,NO,NA
SIDT2,0.260614479,0.260015581,57,1.002303315,0.320433245,0.6344292,NO,NA
ZNF385A,0.277337054,0.276516601,56.32436051,1.002967101,0.320166267,0.6344292,NO,NA
SPTLC2,-0.240171014,0.239503373,57,-1.002787606,0.320201509,0.6344292,NO,NA
BCKDK,0.208372066,0.207881463,57,1.002360012,0.320406109,0.6344292,NO,NA
TRIM51,-0.264837653,0.263855142,48.43067954,-1.003723676,0.320500582,0.6344292,NO,NA
CHCHD2,0.318709008,0.317613838,47.60754392,1.003448116,0.320717872,0.634626945,NO,NA
USP48,0.276130422,0.275797012,57,1.001208895,0.320957346,0.634868428,NO,NA
OAT,-0.299731083,0.299621711,57,-1.000365032,0.321361851,0.63510088,NO,NA
NKTR,0.327270239,0.326387516,44.47997573,1.002704526,0.321427305,0.63510088,NO,NA
BAZ1B,-0.206296119,0.204634534,30.2574639,-1.008119765,0.32139138,0.63510088,NO,NA
TNS3,-0.271094621,0.271222665,57,-0.999527898,0.321763469,0.635532815,NO,NA
IQSEC1,-0.250203249,0.250564688,57,-0.9985575,0.322229441,0.63573391,NO,NA
CHD6,-0.343796957,0.343883815,47.93208964,-0.99974742,0.322453271,0.63573391,NO,NA
SSH2,0.305226001,0.305773558,56.59533982,0.998209274,0.322426795,0.63573391,NO,NA
PPM1G,-0.218419213,0.218813931,57,-0.9981961,0.322403096,0.63573391,NO,NA
UBE2M,-0.263141269,0.263617605,57,-0.998193081,0.322404547,0.63573391,NO,NA
NCOR2,0.266742112,0.265048808,27.67606554,1.00638865,0.322947012,0.636011493,NO,NA
SMCHD1,0.202088886,0.202656082,57,0.997201186,0.322881481,0.636011493,NO,NA
FURIN,0.297048215,0.296696256,39.58947206,1.00118626,0.322817178,0.636011493,NO,NA
BCL2L1,-0.200646882,0.201152272,50.85747895,-0.997487526,0.32325041,0.636377172,NO,NA
ZNF736,-0.331405437,0.331279915,37.11604082,-1.000378898,0.323604816,0.636842969,NO,NA
POLR2I,-0.280574643,0.281950735,43.6350412,-0.995119388,0.325164768,0.639680035,NO,NA
ZNF208,0.256227482,0.258273727,56.86467524,0.992077224,0.325362698,0.639836576,NO,NA
FCGR3A,0.41745491,0.421170093,56.95269764,0.991178902,0.325790786,0.639874514,NO,NA
GEMIN7,0.243135265,0.245367342,57,0.99090312,0.325920808,0.639874514,NO,NA
GSTO1,0.270784528,0.27164025,35.30398547,0.996849798,0.325621209,0.639874514,NO,NA
